"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"P02545.7",5825.819,14490.09,67378.36,96641.47,11173.8,11298.4,110167.2,106691.7,155724.9,131000.7,0,0
"Q13153.1",0,0,1205.23,0,15022.82,6941.097,80187.33,96702.48,7976.053,2889.379,0,0
"Q13409",45276.71,59171.53,51136.08,30709.32,26847.67,59824.25,30471.76,19203.29,75254.24,67001.9,0,0
"Q9UHR4.5",0,0,0,0,0,0,32851.9,39566.11,0,0,0,0
"O95835",1341.397,3662.521,1860.783,0,12938.38,4511.289,13604.55,13668.51,19237.08,10037.35,0,0
"Q15424.3",0,6064.224,22326.74,14897.38,18604.03,17707.1,53551.49,51465.43,42137.96,29878.76,0,0
"Q9P0V3",0,1089.941,1584.038,0,4143.93,4138.303,39265.01,31354.33,0,798.1803,0,0
"P63104",21221.01,25987.48,45551.81,35936.05,7350.506,4918.377,211079.8,203078.1,48669.37,45727.81,0,0
"Q9UKV3.5",131804.7,170817,408499.8,289551.4,201637.7,174243.8,264159.1,251252.7,336306.9,274367.5,0,0
"Q92508.1",0,0,0,0,0,0,9677.553,8800.466,874.8992,809.1527,0,0
"P12270",0,2218.775,0,0,0,0,26409,32580.69,0,0,0,0
"P10644",42303.34,60518.91,15698.49,6298.291,24096.99,35289.8,125384.5,102222.5,98789.14,72987.74,0,0
"Q14204",2144.771,7469.955,17279.34,20571.9,6701.463,1530.301,219031.3,209113.4,78958.35,45722.4,0,0
"P05129",44653.04,27966.78,19009.8,13908.5,8994.723,11533.74,45804.1,34383.43,20787.48,26614.15,0,0
"Q9Y2V2.2",24197.72,37214.83,98747.46,71384.87,165601.8,173705.5,138981.4,141447.5,45265.57,24342.48,0,0
"P68363",14937.74,33193.1,34750.62,55864.1,30073.06,35518.25,117464.8,115871.9,38529.32,38065.71,0,0
"Q9UPU5",2989.042,4273.828,11945.12,8733.587,1360.732,1133.004,37977.3,29478.19,8114.292,8868.075,0,0
"O60716.4",0,0,0,1497.674,4644.739,0,36439.02,29807.55,1788.935,1888.459,0,0
"O14639.3",15188.56,16767.66,53951.77,48335.77,30938.3,18756.31,116682.1,115146,36757.51,48031.98,0,0
"Q9UQ35.26",0,0,0,0,0,0,28956.12,23398.36,1939.41,0,0,0
"P35221.1",520179.7,873947.4,1404312,1502390,870333.1,686662.2,1521641,1645113,1333500,1221424,0,0
"Q9NQW6.1",0,1236.289,7459.336,624.2087,3960.749,2249.112,3290.755,3432.467,6366.748,2857.808,0,0
"P35611.2",0,484.5456,0,0,15057.63,11535.53,75363.62,76780.29,27074.64,15495.17,0,0
"Q14980",117095.6,105365.2,194127.9,171667.9,261630.6,173698.7,240239.5,330371.4,262359.2,287488.8,0,0
"Q6P2E9",113418.9,102918.6,6595.949,4087.394,3552.846,2644.876,551560.2,458582.8,78575.05,96557.71,0,0
"P35222.5",11029.16,16258.92,64692.61,66587.28,0,10264.07,116899,103812.2,10628.63,6239.631,0,0
"Q9UKE5.3",0,0,0,0,0,2075.574,32647.76,34238.77,26636.43,9545.521,0,0
"Q99460",3991.108,12382.2,47046.51,22258.03,7405.212,15819.76,22379.31,24840.03,14897.55,32101.37,0,0
"P06748.4",39514.56,32298.81,59940.8,35370.13,10683.58,8260.081,168745.4,162329.7,63495.02,62918.84,0,0
"P06748.5",7311.958,13862.82,10468.35,14203.27,18060.41,3569.079,250130.8,280062.9,5041.697,13400.92,0,0
"P17612",7362.666,9544.495,8467.767,12828.12,6950.035,4751.67,173165.8,120087.6,18236.4,19769.08,0,0
"Q9Y4H2.1",2426.708,3836.759,667.557,0,2810.183,2156.462,18285.91,22519.77,4893.991,1912.902,0,0
"Q01130.1",70515.93,158933.6,49889.34,25946.31,129605.1,106518.9,387886.9,367401.3,127352.6,82331.2,0,0
"Q01130.2",20347.03,27619.17,0,0,3722.998,0,37221.48,45292.66,1372.294,0,0,0
"Q06210",192055,161658.8,563405,614762.5,198435.6,231642.3,201002,236802.2,281254.2,322616,0,0
"P43307",101893.4,119809.6,88880.52,115970.4,188696.9,166072.5,729956.1,797774,128187.9,168781.9,0,0
"P43307.1",262281.2,344083.4,252998.1,332923.4,356555.6,343122.6,306572.5,337730.7,347035.1,236568.6,0,0
"Q9NZ63",52118.73,54755.07,271941.5,194230,190449.7,136252.8,65267.98,68521.85,115877.5,99676.09,0,0
"P27816.6",4693.43,15466.37,64879.35,44705.09,53596.37,74132.76,87889.28,86733.95,63688.2,55012.58,0,0
"Q07955",900034.1,1328559,226088.1,145234.2,260477.6,185092.6,552912.7,551412.4,166139.9,122041.5,0,0
"Q96QC0",25605.89,21935.81,34914.88,20668.14,17171,31802.58,92810.47,96149.66,24984.91,25890.75,0,0
"Q9C0C2.4",17378.95,21817.73,12656.91,2806.648,48374.18,18442.03,28718.49,30703.76,29513.64,16163.74,0,0
"E9PAV3",886561.3,1026919,1065494,1708179,1412674,1120704,958489.6,1016839,1034531,1442508,0,0
"Q92945",21202.33,32522.78,35724.18,14809.77,31123.41,21142.39,44693.12,46615.71,26951.03,18156.69,0,0
"Q9UPU5.1",27201.53,37949.98,111826.9,100672.1,45073.78,30986.87,27912.86,28579.43,65483.63,44204.51,0,0
"Q9H1E3.9",229255.3,206828.8,541518,693396.9,447590.6,415811.8,1013021,1174349,442501.4,511217.5,0,0
"Q92541",97036.85,83834.36,12267.3,10103.87,20310.73,17893.74,78682.98,78939.13,59938.68,85497.39,0,0
"Q8N573",17201.37,11849.8,63314.56,47936.34,15274.47,5234.064,11653.93,23543.32,12627.98,25935.1,0,0
"Q9Y2W1.7",123073,147652.1,297543.8,260302.6,305357.2,325715.2,267733,320313.9,398846.5,312228.4,0,0
"Q9Y2W1.8",28011.57,51654.28,137101.7,127358.7,286277.6,212517.8,62890.58,79481.2,253888.1,210747.7,0,0
"Q9Y2W1.9",20528.65,21775.22,23152.87,50301.63,158060.6,45511.4,130778.6,170245.1,81042.26,84965.14,0,0
"Q9Y2W1.10",11476.97,21404.76,45620.27,58524.97,60891.83,22299.68,170520.3,182762.8,51856.79,31449,0,0
"Q9P035",2824.527,1946.648,4478.263,5984.156,1422.349,554.254,280131.7,326728.7,29935.62,27388.44,0,0
"Q13813.1",0,2285.652,679.1143,0,0,0,38611.09,34337.62,0,0,0,0
"Q8NBN3",159383.1,103460.3,58725.09,78104.81,33560.85,25388.46,218094.2,210759.2,162745.6,192292.7,0,0
"O94762",1515.669,1829.504,3315.145,1793.747,6362.056,9883.331,709.1667,557.2421,3999.042,2611.292,0,0
"P08621",163446.4,304879,352256.9,286081.8,462842.5,280968.6,610602.8,596323.3,582633.1,463464.4,0,0
"P08559.2",365.0535,0,329.0411,208.9727,457.439,177.7577,19304.34,18653.8,0,59.62272,0,0
"P08559.3",73036.95,77900.79,66772.94,44839.41,16304.73,2590.43,167781.4,150921.6,40543.4,24647.38,0,0
"P08559.4",93654.14,138912.7,85728.28,51889.3,73237.86,48742.33,73343.63,81150.03,166590.3,100427.5,0,0
"Q12792",16585.01,6819.012,441.4508,867.3575,1172.27,3860.764,30892.4,27575.88,1331.602,4680.245,0,0
"Q13177",0,4031.492,5350.093,3392.274,23530.92,22912.92,27382.1,27292.97,16151.36,20304.16,0,0
"O95218.2",0,1118.331,26886.61,23961.43,37082.18,29038.47,35944.11,34713.78,47313.63,45134.98,0,0
"Q13283.1",2014501,1776550,1711270,2562508,1645328,1736465,1565481,1729691,2006439,1880145,0,0
"Q9NYF8.12",69791.74,76689.55,269874.8,221546.3,449179.3,421444.4,309407.4,311549.4,317538.3,257069.4,0,0
